Date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
200405  ,-3.94  ,-3.81  ,-2.31  ,-3.07  ,-1.91  ,-0.99  ,-1.25   ,0.59  ,-3.32  ,-2.02  ,-2.26  ,-0.19  ,-0.91   ,1.39   ,1.85   ,1.15  ,-0.32   ,2.22   ,0.19   ,2.65  ,-0.27  ,-0.37  ,-0.07   ,1.30   ,0.87
200406  ,-3.19  ,-2.46  ,-0.12  ,-0.10  ,-2.62  ,-1.00   ,0.47   ,1.17   ,1.20  ,-1.49   ,1.17  ,-0.91   ,0.82   ,0.39  ,-0.18   ,2.69   ,2.99   ,0.26  ,-2.04   ,1.37  ,-0.12   ,0.31   ,1.30  ,-0.07   ,1.49
200407   ,1.64   ,3.64   ,2.10   ,1.90   ,1.09   ,3.16   ,2.47   ,3.13   ,0.88   ,1.39   ,0.04   ,2.28   ,4.22   ,0.25   ,2.29   ,0.02   ,3.06   ,3.22   ,2.08   ,2.75   ,0.23   ,2.50  ,-0.67   ,1.09   ,0.75
200408  ,-1.95   ,0.73   ,0.79   ,1.14  ,-2.11   ,1.81   ,0.13   ,1.74   ,0.79  ,-0.06  ,-0.84   ,3.11   ,2.10   ,2.01   ,0.81   ,1.31   ,3.55   ,3.23   ,1.95   ,1.32   ,1.04   ,4.93   ,2.51   ,0.78   ,7.68
200409   ,4.94   ,5.74   ,5.85   ,6.05   ,3.46   ,8.53   ,5.03   ,7.25   ,5.02   ,8.15   ,6.01   ,5.52   ,5.66   ,5.66   ,6.48   ,4.83   ,6.70   ,6.73   ,5.48   ,7.66   ,4.02   ,6.25   ,4.75   ,6.56   ,4.97
200410   ,4.48   ,2.90   ,3.23   ,4.73   ,2.53   ,2.07   ,2.50   ,7.22   ,4.51   ,6.00   ,1.91   ,5.77   ,2.95   ,5.28   ,6.91   ,7.46   ,4.11   ,4.00   ,6.11   ,3.28   ,0.62   ,1.77   ,4.31   ,6.06   ,1.17
200411  ,10.80  ,12.52   ,8.77  ,12.76  ,10.52   ,8.37   ,4.63   ,9.09   ,9.34   ,7.77   ,8.17  ,11.06   ,9.61   ,6.75   ,5.42   ,8.59   ,7.05   ,8.42   ,5.05   ,6.57   ,7.96   ,9.45   ,5.62   ,7.91   ,9.20
200412   ,0.92   ,2.32   ,4.04  ,-0.16  ,-0.00   ,0.73   ,1.95   ,2.53   ,9.01   ,3.80   ,2.15   ,0.77   ,1.40   ,1.63   ,0.27   ,3.78   ,3.77   ,2.87   ,5.19   ,2.72   ,3.31   ,2.18   ,2.96   ,3.55   ,4.28
200501   ,1.31   ,1.04   ,5.32   ,2.81   ,1.23   ,2.52   ,0.79   ,1.55   ,3.10   ,0.88   ,1.82   ,3.54   ,2.54   ,1.52   ,4.63   ,0.74   ,3.29   ,2.32   ,2.88  ,-0.71  ,-3.90   ,0.38  ,-0.98   ,0.16  ,-0.93
200502   ,1.44   ,0.15   ,6.16   ,3.84   ,1.52   ,2.19   ,2.03   ,3.38   ,1.22   ,2.58   ,3.62   ,3.01   ,3.64   ,5.56   ,1.97   ,3.91  ,-0.25   ,1.81   ,3.84   ,7.32   ,2.07   ,7.55   ,3.96   ,3.23   ,2.49
200503  ,-3.96  ,-2.39  ,-1.16  ,-5.84  ,-2.75  ,-3.82  ,-4.04  ,-3.69  ,-2.33  ,-4.47  ,-5.58  ,-3.56  ,-3.36  ,-3.59  ,-1.42  ,-2.76  ,-2.54  ,-3.49  ,-0.82  ,-1.62  ,-1.05  ,-3.52  ,-2.62  ,-3.04  ,-3.82
200504  ,-2.86  ,-1.16  ,-3.18  ,-3.60  ,-4.49  ,-6.30  ,-1.89  ,-2.07  ,-5.49  ,-3.94  ,-5.23   ,0.85  ,-0.16  ,-1.82  ,-1.98  ,-1.26  ,-1.61  ,-0.50  ,-0.95  ,-1.45  ,-1.70  ,-1.70   ,1.93   ,0.19   ,1.21
200505  ,-6.30  ,-3.22  ,-0.64  ,-4.06  ,-4.76  ,-0.93  ,-0.16  ,-2.14  ,-4.80  ,-2.84   ,2.93  ,-0.77  ,-0.43  ,-2.29  ,-3.47   ,0.33   ,0.45   ,0.19   ,3.13   ,0.03   ,1.68   ,0.32   ,0.28  ,-0.30  ,-0.77
200506   ,1.76   ,3.57   ,2.22   ,3.28  ,-1.38   ,2.90   ,2.89   ,2.67  ,-0.65   ,1.52   ,6.00   ,0.35   ,3.77   ,4.34   ,4.33   ,3.60   ,4.31   ,6.33   ,8.85   ,4.71   ,2.98   ,6.94   ,2.10   ,4.77   ,4.34
200507   ,2.21   ,1.60   ,0.00   ,2.06   ,3.35   ,3.31   ,1.29   ,1.15   ,3.40   ,4.12   ,5.00   ,3.74   ,4.73   ,4.19   ,1.59   ,5.56   ,3.09   ,3.25   ,3.98   ,2.98   ,3.41   ,4.47   ,3.23   ,6.45   ,1.60
200508   ,1.37   ,0.19   ,0.51   ,0.90   ,1.21   ,3.42   ,0.71   ,1.85   ,0.63   ,1.65  ,-2.12   ,1.94   ,1.36   ,1.03   ,2.28   ,1.24  ,-1.41   ,1.37   ,1.86   ,0.82  ,-0.57   ,0.11   ,0.36   ,0.03   ,0.44
200509   ,6.17   ,5.43   ,2.73   ,4.85   ,5.06   ,3.65   ,4.85   ,1.95   ,2.94   ,5.37   ,1.42  ,-4.81   ,2.21   ,5.11   ,4.79   ,3.85   ,2.49   ,1.89   ,3.53   ,5.94   ,0.49   ,5.71   ,3.86   ,3.84  ,10.26
200510  ,-3.39  ,-1.60  ,-5.08  ,-3.48  ,-5.21  ,-5.15  ,-3.93  ,-4.08  ,-4.93  ,-4.88  ,-2.52  ,-6.46  ,-2.89  ,-4.49  ,-6.90  ,-3.87  ,-6.19  ,-7.51  ,-7.03  ,-5.83  ,-3.95  ,-5.84  ,-6.34  ,-6.00  ,-6.91
200511   ,0.40   ,0.55   ,1.85   ,1.09   ,0.47   ,5.23   ,2.95   ,1.05   ,3.41   ,2.00   ,3.10   ,4.38   ,0.54   ,2.16   ,4.91   ,2.24   ,4.70   ,4.85   ,3.17   ,6.79   ,1.06   ,2.69   ,4.34   ,3.66   ,4.74
200512   ,1.11   ,3.06   ,1.70   ,0.81   ,1.02   ,5.25   ,0.53   ,0.50   ,3.61   ,1.46   ,0.00   ,0.61   ,1.12   ,2.84   ,0.88   ,1.92   ,1.75   ,1.88   ,1.36   ,0.90   ,3.08   ,1.56   ,2.24   ,2.95   ,3.94
200601   ,7.93   ,6.52   ,5.94   ,6.77   ,8.03   ,7.69   ,3.44   ,5.93   ,8.71  ,11.65   ,4.10   ,3.58   ,2.21  ,10.54  ,11.21   ,4.44   ,3.99   ,8.03   ,0.91   ,7.16   ,5.38   ,6.87   ,7.25   ,7.05   ,4.33
200602   ,5.39   ,5.45  ,-0.13   ,1.89   ,0.41   ,2.36   ,3.00   ,0.73   ,1.63   ,1.08   ,3.31   ,5.26   ,2.18   ,2.85   ,2.44   ,1.66   ,3.27   ,1.25   ,3.71  ,-1.35   ,0.36   ,0.59  ,-1.58  ,-0.53  ,-0.52
200603   ,6.86   ,6.54   ,4.65   ,7.53   ,6.78   ,8.80   ,4.64   ,4.59   ,2.77   ,5.00   ,5.12   ,6.71   ,3.02   ,6.62   ,6.37   ,3.94   ,2.74   ,3.40   ,3.11   ,6.99   ,1.49  ,-0.52   ,1.80   ,3.58   ,1.39
200604   ,8.21   ,7.99   ,8.92   ,7.28  ,11.04   ,2.34   ,2.40   ,4.79   ,7.69   ,6.00   ,6.48   ,2.96   ,4.45   ,3.29   ,4.08   ,4.36   ,5.27   ,6.32   ,4.80   ,6.97   ,5.58   ,6.29   ,8.03   ,6.60  ,10.34
200605  ,-6.27  ,-4.15  ,-5.91  ,-3.66  ,-7.87  ,-7.68  ,-6.14  ,-3.85  ,-5.30  ,-8.23  ,-1.74  ,-4.24  ,-5.53  ,-5.54  ,-4.31  ,-6.96  ,-2.98  ,-3.33  ,-5.50  ,-6.86  ,-7.11  ,-5.09  ,-5.47  ,-5.46  ,-3.81
200606  ,-2.35  ,-3.47  ,-2.22  ,-2.14  ,-3.56  ,-0.97  ,-0.81  ,-1.14  ,-1.44  ,-2.31  ,-1.67   ,0.09  ,-0.33   ,0.99  ,-1.31  ,-0.65  ,-2.07   ,0.01   ,0.90  ,-0.69   ,0.05   ,1.34   ,0.95   ,0.40  ,-2.79
200607   ,5.03   ,3.40   ,1.60   ,3.65   ,5.84   ,2.19   ,1.49   ,2.92   ,1.61   ,2.43   ,3.90   ,2.10   ,1.75   ,1.29   ,1.79   ,1.30   ,0.26   ,2.43   ,2.14   ,2.98   ,0.94   ,1.75   ,1.03   ,0.29   ,2.48
200608   ,1.37   ,2.17   ,1.98   ,2.58   ,1.84   ,1.74   ,3.63   ,2.98   ,2.58   ,2.74   ,2.75   ,4.22   ,2.87   ,0.76   ,0.02   ,3.71   ,3.42   ,1.96   ,3.79   ,4.52   ,2.50   ,3.78   ,2.85   ,2.84   ,1.38
200609   ,3.70   ,4.61   ,0.69   ,0.83  ,-2.98  ,-0.99   ,4.38   ,0.20   ,2.04  ,-1.39   ,0.55   ,3.93   ,1.48  ,-0.21  ,-2.88   ,2.92   ,4.84   ,1.43   ,1.84   ,0.44  ,-0.30   ,0.45  ,-0.21  ,-2.24   ,3.10
200610   ,8.85  ,10.21   ,7.44   ,6.04  ,10.05   ,4.52   ,5.11   ,4.93   ,7.80  ,11.36   ,5.78   ,5.08   ,4.21   ,6.85  ,10.15   ,7.45   ,9.47   ,6.04   ,7.24   ,8.83   ,6.82   ,5.42   ,6.17   ,5.45   ,7.68
200611   ,9.28   ,7.50   ,7.17   ,5.69   ,7.10   ,6.95   ,7.01   ,4.23   ,3.52   ,9.58   ,6.04   ,4.43   ,3.30   ,6.35   ,3.76   ,6.10   ,5.04   ,9.01   ,4.84   ,7.69   ,4.86   ,5.69   ,4.31   ,3.41   ,3.03
200612   ,4.76   ,0.72   ,3.13   ,2.71   ,4.52   ,0.83   ,5.81   ,1.86   ,5.14   ,4.06   ,2.10   ,1.71   ,3.05   ,4.28  ,-0.81   ,3.63   ,5.11   ,3.87   ,2.50   ,7.02   ,6.60   ,4.85   ,4.13   ,1.71   ,7.01
200701   ,8.87   ,4.66   ,5.86   ,6.82   ,4.37   ,7.04   ,7.24   ,5.99   ,6.33   ,6.13   ,5.65   ,2.28   ,3.66   ,2.53   ,0.14   ,3.04   ,5.66   ,6.47   ,3.75   ,5.43   ,3.11   ,0.75   ,3.13  ,-0.68   ,0.25
200702   ,2.57   ,8.97   ,5.88   ,4.52   ,1.21   ,2.90   ,3.75   ,2.40   ,1.64   ,4.90   ,3.11   ,2.95   ,1.91   ,0.88   ,4.97   ,4.22  ,-0.01   ,3.57   ,1.47   ,2.46  ,-0.27   ,0.22   ,1.14   ,4.92  ,-3.14
200703   ,7.02   ,8.50  ,15.19   ,6.98   ,7.42   ,3.08   ,7.71   ,4.15   ,4.29   ,5.53   ,5.63   ,7.15   ,6.49   ,3.41   ,1.93   ,5.78   ,7.49   ,5.62   ,7.38   ,7.83   ,4.48   ,3.37   ,3.66   ,8.79   ,3.37
200704  ,12.44   ,9.10   ,7.66  ,12.16  ,13.83   ,5.75   ,9.83   ,7.72  ,11.81   ,8.04   ,8.07   ,8.50   ,6.24   ,4.71   ,6.19   ,4.84   ,6.20   ,4.31   ,5.87   ,8.42   ,4.24   ,4.46   ,4.85   ,3.38   ,4.78
200705  ,16.26  ,13.96  ,22.65   ,9.40   ,7.88  ,10.50  ,12.52   ,7.05   ,8.92   ,6.56   ,5.75   ,3.40   ,7.04   ,6.38   ,6.91   ,2.41   ,2.12   ,5.03   ,3.11   ,5.24   ,1.31   ,2.03   ,2.87   ,4.44   ,2.48
200706   ,9.45   ,8.59   ,4.73   ,6.86   ,8.75   ,4.06   ,8.20   ,5.55   ,1.66   ,5.41   ,4.35   ,3.21   ,3.50   ,6.09   ,2.98   ,2.35   ,4.78   ,5.89   ,3.35   ,2.45   ,1.60   ,0.28   ,2.09   ,6.23  ,-0.55
200707  ,11.78  ,14.80   ,5.75   ,7.60   ,2.46   ,2.79   ,1.47   ,5.94  ,10.09   ,0.97   ,0.58   ,4.25   ,3.30   ,2.52   ,3.47  ,-1.62   ,1.07  ,-1.58   ,2.88   ,2.94  ,-1.69   ,0.26   ,3.79   ,1.97   ,3.14
200708 ,-15.94 ,-12.63 ,-13.05 ,-15.37 ,-16.67 ,-12.84 ,-10.51 ,-14.57 ,-16.21 ,-15.45  ,-9.34  ,-8.85 ,-10.43  ,-8.42 ,-10.22  ,-7.75  ,-4.31  ,-4.87  ,-6.51 ,-10.58  ,-2.85  ,-1.35  ,-1.18  ,-0.54  ,-6.93
200709  ,10.15   ,7.87  ,11.13  ,11.80   ,8.98   ,7.33   ,6.32   ,5.81   ,8.17  ,10.70   ,5.05   ,9.56  ,12.68  ,14.10  ,17.97   ,8.19   ,8.33   ,7.25  ,14.08  ,10.54  ,12.02  ,11.16  ,14.93  ,14.35  ,25.41
200710   ,8.02   ,5.59   ,7.88   ,6.94   ,7.86   ,1.78   ,7.75   ,5.34   ,8.09   ,8.43   ,1.53   ,6.64   ,6.79   ,3.13   ,8.07   ,4.69  ,10.34   ,6.61  ,12.51  ,10.87   ,7.91   ,6.50  ,10.34  ,12.13   ,8.15
200711  ,-7.61  ,-5.79  ,-4.62  ,-9.03  ,-7.66  ,-7.57  ,-9.15  ,-9.26 ,-10.10 ,-10.01  ,-4.33  ,-7.47  ,-8.99  ,-4.46 ,-10.73  ,-5.52  ,-6.27  ,-7.70  ,-8.16  ,-9.04  ,-5.69  ,-7.12  ,-3.60  ,-6.08  ,-7.52
200712  ,-2.90   ,2.99  ,-3.78  ,-3.16  ,-4.45  ,-2.48   ,0.10   ,1.01  ,-0.56  ,-0.25  ,-0.75   ,1.44  ,-1.69  ,-0.01  ,-1.89  ,-2.24  ,-2.47   ,1.50  ,-1.75  ,-3.33   ,5.42  ,-1.16  ,-2.11   ,0.62   ,1.03
200801 ,-15.06 ,-13.60 ,-12.78 ,-14.70 ,-13.46 ,-14.45 ,-13.42 ,-13.01 ,-17.37 ,-16.37 ,-13.13  ,-9.17 ,-15.00 ,-16.55 ,-21.47  ,-6.88 ,-11.35 ,-10.43 ,-13.36 ,-15.22  ,-8.28  ,-7.97  ,-8.57 ,-13.36 ,-17.12
200802   ,5.31   ,6.61   ,5.14   ,5.53   ,2.73   ,5.00   ,5.75   ,5.12   ,4.23   ,8.04   ,6.26   ,2.54   ,1.44   ,7.27   ,6.78   ,2.49   ,2.77   ,3.03   ,8.21   ,5.39   ,7.26  ,-0.14   ,1.24   ,6.68   ,1.84
200803 ,-10.36  ,-7.56 ,-10.23  ,-7.69 ,-11.26  ,-8.87  ,-8.65  ,-9.27 ,-12.44 ,-10.34  ,-8.75  ,-6.84  ,-8.13  ,-8.74  ,-8.58  ,-3.68  ,-3.65  ,-1.14  ,-7.35  ,-8.63  ,-5.52  ,-0.55  ,-6.11  ,-7.47  ,-8.67
200804   ,3.15   ,5.21   ,4.08   ,4.67   ,7.10   ,5.14   ,5.78   ,6.82   ,3.11   ,8.35   ,2.83   ,8.71   ,4.01   ,2.94   ,8.97   ,5.97   ,7.48   ,7.27  ,10.16  ,10.49   ,2.71   ,7.16  ,10.37   ,6.14   ,9.78
200805   ,6.50   ,4.09   ,2.69   ,6.12  ,11.52   ,3.03   ,8.89   ,1.53   ,2.12  ,10.93   ,1.23   ,3.82  ,-0.29   ,1.61   ,6.80   ,2.11  ,-1.33   ,0.49   ,8.41  ,11.26   ,2.52   ,1.43   ,2.86   ,7.33   ,1.37
200806  ,-7.05  ,-8.47  ,-6.93  ,-7.72 ,-10.92  ,-9.47  ,-7.47  ,-8.07  ,-9.73  ,-6.16  ,-6.71  ,-7.96 ,-10.49 ,-11.24  ,-6.81  ,-6.09  ,-9.04  ,-9.91 ,-12.34 ,-12.06  ,-9.44  ,-6.97  ,-7.06  ,-7.73 ,-10.87
200807  ,-6.02  ,-4.75  ,-6.83  ,-7.71 ,-11.62  ,-3.47  ,-5.85  ,-4.76  ,-8.42 ,-10.67  ,-1.47  ,-5.08  ,-4.31 ,-10.14 ,-12.91  ,-3.77  ,-4.44  ,-2.00  ,-3.95 ,-10.09  ,-2.92   ,0.30  ,-6.61  ,-2.13 ,-11.56
200808 ,-11.81  ,-9.02  ,-9.90 ,-11.75 ,-16.19  ,-7.73  ,-7.78 ,-10.08  ,-9.77 ,-12.98  ,-3.98  ,-6.65  ,-7.45 ,-10.23 ,-11.77  ,-2.55  ,-4.39  ,-9.48 ,-12.60 ,-11.13  ,-5.27  ,-3.02  ,-4.47 ,-10.58 ,-10.30
200809 ,-16.11 ,-16.86 ,-15.52 ,-18.20 ,-20.53 ,-18.76 ,-16.71 ,-17.50 ,-21.23 ,-24.16 ,-17.55 ,-14.03 ,-22.17 ,-16.28 ,-24.39 ,-10.69 ,-16.48 ,-17.67 ,-21.74 ,-26.74  ,-9.31 ,-14.87 ,-18.24 ,-16.68 ,-28.88
200810 ,-28.84 ,-26.67 ,-28.42 ,-29.53 ,-36.08 ,-30.33 ,-26.31 ,-28.40 ,-35.38 ,-39.34 ,-29.04 ,-27.18 ,-31.77 ,-34.35 ,-39.05 ,-28.76 ,-28.40 ,-30.28 ,-31.68 ,-37.52 ,-22.09 ,-21.78 ,-25.31 ,-26.82 ,-23.90
200811  ,-6.47  ,-4.78  ,-7.72  ,-7.17  ,-8.41  ,-4.32  ,-3.99  ,-7.71  ,-8.21  ,-9.47  ,-5.16  ,-5.42 ,-10.61  ,-5.52  ,-8.91  ,-8.63  ,-5.50 ,-13.58  ,-3.84 ,-12.46  ,-0.13  ,-5.88  ,-5.21  ,-5.87 ,-15.17
200812   ,7.81   ,6.96   ,9.06   ,6.00  ,10.85   ,6.48   ,8.96  ,11.06   ,8.15  ,15.67   ,8.08   ,6.22   ,8.50   ,9.51  ,13.09  ,10.26   ,9.18   ,8.87  ,17.07  ,21.58   ,3.45   ,7.27   ,5.43  ,11.75   ,6.18
200901  ,-7.00  ,-4.76  ,-6.79  ,-7.75  ,-8.96  ,-3.87  ,-6.45  ,-8.17  ,-9.21  ,-7.31  ,-9.56  ,-3.73  ,-9.27  ,-9.04  ,-7.88  ,-8.94  ,-7.64 ,-10.11  ,-8.34  ,-7.22  ,-6.25  ,-4.23  ,-9.83  ,-7.26  ,-7.92
200902  ,-0.57  ,-1.19  ,-0.15   ,0.17   ,1.65  ,-1.68  ,-4.05  ,-2.96  ,-3.51   ,1.88 ,-10.69  ,-3.79  ,-4.48  ,-3.67  ,-2.32  ,-2.72  ,-9.28  ,-4.91  ,-4.87  ,-5.24  ,-4.70 ,-10.88  ,-1.61  ,-7.48   ,1.16
200903   ,6.77   ,4.46   ,2.02   ,6.00   ,9.27   ,9.75   ,2.09   ,5.13   ,8.98  ,16.51   ,6.06   ,3.70  ,11.09  ,10.87  ,10.65   ,8.10   ,9.00  ,10.60   ,8.18  ,13.97   ,4.52   ,7.02  ,14.20  ,13.65  ,18.03
200904  ,13.29  ,12.31  ,12.09  ,13.15  ,18.50  ,11.88  ,12.25  ,11.61  ,17.16  ,15.61  ,10.07  ,10.07  ,22.67  ,17.05  ,19.52  ,11.07  ,12.40  ,18.16  ,18.41  ,22.91   ,6.75  ,16.81  ,12.49  ,17.84  ,16.37
200905  ,26.35  ,28.92  ,27.18  ,31.26  ,31.48  ,29.13  ,24.43  ,23.84  ,35.88  ,32.31  ,19.33  ,18.27  ,25.76  ,24.76  ,34.17  ,12.58  ,19.65  ,33.21  ,32.63  ,26.27   ,8.94  ,18.78  ,17.50  ,15.77  ,20.96
200906   ,1.67   ,6.00   ,1.76   ,2.35  ,-0.28  ,-0.70   ,0.13   ,2.18  ,-0.12   ,2.98  ,-1.11   ,1.91  ,-2.49   ,1.25   ,3.43   ,2.53   ,3.19   ,1.87  ,-0.58   ,2.25   ,2.50   ,1.18   ,2.05   ,0.27   ,4.31
200907  ,11.09  ,13.05  ,11.88  ,13.25  ,13.99  ,13.83  ,14.93  ,12.48  ,17.09  ,13.78  ,14.31  ,15.59  ,13.36  ,13.07  ,10.90  ,13.57  ,11.98  ,10.22  ,11.42  ,15.71  ,13.12   ,9.37  ,13.53  ,13.64  ,14.69
200908   ,5.35   ,7.15   ,8.18   ,7.83   ,9.12  ,-0.06   ,2.11   ,7.42   ,2.73   ,4.29  ,-2.05   ,0.84   ,5.51   ,4.34   ,6.09   ,1.68   ,2.86   ,3.17   ,4.72   ,4.69  ,-1.25  ,-0.92   ,0.06   ,3.23   ,2.13
200909  ,10.92   ,8.99   ,7.82  ,12.50  ,13.82   ,5.98  ,11.59   ,6.73   ,7.97   ,7.96   ,4.03  ,10.71   ,6.62   ,8.74  ,10.19   ,8.13   ,7.64   ,8.29   ,8.05   ,6.09   ,7.35   ,5.12   ,9.49  ,11.25   ,7.59
200910   ,7.06   ,1.85   ,2.16   ,3.27   ,2.54   ,4.34   ,5.64   ,3.42   ,4.11   ,1.08   ,1.82   ,1.28   ,1.03   ,2.57   ,1.39   ,0.78   ,1.27   ,2.79  ,-0.71   ,2.95   ,2.10   ,1.89   ,0.40   ,0.42   ,1.30
200911   ,6.32   ,4.63   ,3.71   ,3.31   ,2.91   ,3.33   ,7.70   ,0.72   ,3.61   ,5.55   ,4.02   ,1.33   ,4.80   ,5.80   ,3.85   ,1.67   ,3.29   ,2.73   ,5.75   ,3.15   ,4.06   ,0.49   ,3.13   ,1.54   ,4.77
200912  ,-0.08   ,1.27   ,1.19   ,3.46   ,0.71   ,1.82   ,1.04   ,3.88   ,3.13   ,1.71   ,2.58   ,4.60   ,1.26   ,3.93   ,1.87   ,3.47   ,3.31   ,6.26   ,2.37   ,4.26   ,4.19   ,3.08   ,1.72   ,1.59   ,1.98
201001  ,-0.41   ,0.95   ,1.15  ,-0.25  ,-2.85  ,-1.25  ,-4.66  ,-2.14  ,-1.54  ,-2.22  ,-3.53  ,-3.35  ,-2.73  ,-4.77  ,-5.54  ,-4.81  ,-7.39  ,-6.50  ,-5.40  ,-7.57  ,-6.03  ,-5.46  ,-5.80  ,-7.59 ,-10.68
201002   ,0.46   ,0.53  ,-0.44  ,-0.27  ,-0.55   ,1.74   ,2.68   ,0.72   ,0.93   ,0.36   ,1.15   ,1.00   ,1.36   ,4.76  ,-0.52   ,1.74   ,1.69   ,1.95   ,2.08   ,0.67   ,1.95  ,-0.06   ,3.05   ,4.77   ,6.09
201003   ,5.99   ,7.45   ,5.47   ,6.32   ,7.30   ,8.88   ,6.41   ,5.54   ,4.47   ,9.71   ,6.95   ,7.76   ,9.99   ,6.14   ,8.83   ,6.20   ,6.09   ,8.78  ,10.85  ,11.57   ,4.84   ,6.88   ,6.80   ,8.98   ,9.34
201004   ,6.00   ,7.41   ,3.54   ,3.26   ,3.85   ,2.67  ,-0.34   ,4.34   ,4.27   ,2.94   ,4.76   ,5.90   ,5.88   ,3.71   ,1.02   ,4.63   ,3.77   ,2.31   ,2.72   ,3.02  ,-1.61   ,2.90   ,2.21  ,-2.71  ,-2.27
201005 ,-14.19 ,-14.28 ,-13.38 ,-13.14 ,-18.08 ,-13.36 ,-13.47 ,-13.46 ,-13.98 ,-17.36 ,-12.26 ,-12.92  ,-9.93 ,-11.16 ,-16.81 ,-13.71  ,-9.17 ,-10.74 ,-10.59 ,-15.39 ,-12.17  ,-7.81 ,-11.57 ,-14.17 ,-11.78
201006  ,-2.30  ,-1.50  ,-0.07  ,-0.13  ,-4.14  ,-0.27  ,-2.12   ,0.39  ,-1.53  ,-2.25   ,0.98   ,1.21   ,0.61   ,0.28  ,-1.45   ,1.94  ,-0.26  ,-0.74  ,-1.11  ,-3.20  ,-0.86   ,2.33   ,1.56  ,-1.53  ,-2.38
201007  ,10.74   ,6.66  ,10.67   ,8.51   ,9.11   ,7.39   ,8.88   ,7.31   ,8.47   ,5.44  ,10.69  ,10.74   ,7.56   ,8.54   ,6.02  ,10.55  ,10.97  ,10.41   ,9.56   ,9.87  ,10.39   ,9.64   ,9.72   ,5.45  ,12.32
201008  ,-0.41   ,0.10  ,-0.28   ,0.62  ,-4.08   ,0.23  ,-0.63  ,-2.10  ,-1.22  ,-2.10  ,-0.77   ,0.10  ,-0.24   ,1.20  ,-4.45   ,0.13   ,3.03  ,-0.69   ,1.42  ,-2.26  ,-0.13  ,-1.64  ,-2.79   ,1.70   ,0.03
201009  ,14.91  ,14.03  ,16.41  ,13.72  ,15.24  ,14.17  ,14.15  ,14.44  ,18.15  ,16.95  ,14.64  ,15.12  ,13.71  ,13.09  ,13.81  ,13.50  ,15.04  ,14.17  ,10.87  ,12.37  ,13.04  ,13.86  ,13.42  ,10.59  ,10.71
201010   ,6.49   ,4.85   ,5.82   ,6.24   ,4.81   ,3.97   ,5.09   ,3.73   ,5.37   ,6.04   ,5.39   ,5.31   ,2.87   ,3.44   ,4.21   ,3.65   ,4.69   ,2.58   ,5.11   ,4.13   ,3.90   ,3.34   ,4.17   ,3.03   ,2.66
201011   ,1.25   ,0.37  ,-1.08   ,0.49  ,-2.46   ,2.01  ,-1.74  ,-1.69  ,-1.39  ,-1.67  ,-0.53   ,3.49   ,2.42   ,1.03  ,-2.09  ,-0.26  ,-0.30  ,-3.00   ,1.83  ,-4.38  ,-0.86  ,-3.13  ,-0.34   ,0.65  ,-3.04
201012  ,11.77   ,7.87   ,7.45   ,8.17   ,8.60   ,7.81   ,7.43   ,7.30   ,8.91  ,10.55   ,9.56  ,13.86   ,5.03   ,8.01   ,8.64   ,9.56   ,6.90   ,8.25   ,5.06   ,8.39   ,6.56   ,5.18   ,6.07   ,5.02   ,7.87
201101  ,-0.15  ,-1.90  ,-1.56  ,-1.97  ,-1.97   ,0.50  ,-0.43  ,-3.59  ,-1.69  ,-2.28  ,-1.19  ,-2.49  ,-0.13  ,-3.23  ,-2.61  ,-1.32   ,0.10  ,-3.14  ,-3.16  ,-3.92  ,-0.58   ,2.19  ,-1.78  ,-0.67  ,-0.63
201102   ,1.58   ,1.42   ,1.27   ,0.45   ,0.20   ,1.30  ,-1.38  ,-2.99  ,-0.27   ,1.45  ,-0.38   ,0.86  ,-0.77  ,-1.53  ,-3.62  ,-0.07  ,-0.61  ,-0.27  ,-1.74  ,-0.52  ,-1.33  ,-0.19   ,1.30  ,-3.18   ,1.33
201103   ,0.05   ,1.24  ,-1.21   ,0.40  ,-0.24   ,0.99   ,1.59  ,-0.33   ,3.14   ,0.85   ,1.83  ,-0.09   ,3.68   ,4.49   ,1.21  ,-0.45   ,5.23   ,3.79   ,4.32   ,2.82   ,1.12   ,1.60   ,2.76   ,1.96   ,3.19
201104   ,3.34   ,5.58   ,3.69   ,5.88   ,2.49   ,4.59   ,3.36   ,4.49   ,4.24   ,2.62   ,3.18   ,4.38   ,5.15   ,4.58   ,2.41   ,3.48   ,5.47   ,4.24   ,2.78   ,5.07   ,2.77   ,4.59   ,3.58   ,6.05   ,7.52
201105  ,-5.29  ,-3.11  ,-4.48  ,-4.41  ,-6.53  ,-4.13  ,-3.60  ,-3.89  ,-3.69  ,-5.07  ,-1.66  ,-2.72  ,-1.39  ,-1.57  ,-5.81  ,-3.04   ,3.16  ,-0.87  ,-3.85  ,-4.84  ,-1.21  ,-2.39  ,-2.40  ,-2.82  ,-2.92
