Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
200408  ,-2.59   ,1.21   ,1.11   ,1.37   ,0.92   ,0.11   ,0.66   ,2.98   ,1.59   ,0.39  ,-2.95   ,0.70   ,3.61   ,3.51   ,2.50  ,-0.61   ,3.51   ,2.68   ,3.82   ,2.79   ,5.00   ,1.46   ,1.80   ,4.35   ,5.53
200409   ,3.04   ,6.43   ,5.03   ,4.46   ,8.14   ,6.20   ,5.68   ,8.90   ,6.09   ,7.96   ,4.84   ,5.09   ,5.16   ,7.33   ,5.65   ,4.95   ,4.58   ,6.55   ,7.08   ,8.23   ,2.67   ,4.38   ,6.17   ,6.75   ,8.53
200410   ,1.62   ,3.51   ,3.18   ,2.75   ,7.35   ,1.00   ,1.85   ,4.46   ,6.95   ,7.98   ,2.38   ,6.89   ,5.03   ,9.28   ,7.18   ,4.37   ,2.27   ,6.12   ,6.18   ,4.37   ,1.68   ,2.21   ,3.88   ,3.62   ,2.83
200411   ,9.56  ,10.05  ,11.41  ,12.80  ,17.13   ,3.91   ,7.46   ,9.53  ,10.88  ,11.37   ,6.12   ,4.26  ,10.54   ,6.76  ,13.26   ,4.00   ,5.67   ,7.31   ,5.96  ,13.11   ,9.60   ,6.26   ,7.75   ,7.97   ,9.49
200412  ,-0.50   ,4.95  ,-1.40   ,1.40   ,2.63   ,0.85   ,5.74   ,0.17   ,4.93   ,1.06  ,-0.52   ,1.53   ,0.87   ,4.16   ,4.84  ,-0.10   ,4.55   ,4.75   ,6.05   ,2.43   ,2.54   ,2.59   ,3.64   ,3.58   ,3.79
200501   ,0.46   ,2.52   ,6.23   ,5.01   ,2.41   ,1.27   ,3.60   ,0.50   ,3.20   ,3.59   ,0.36   ,2.74   ,2.30   ,2.86   ,3.00  ,-0.29   ,2.97   ,3.94   ,0.85   ,2.58  ,-0.80  ,-1.36  ,-0.54   ,1.78  ,-0.32
200502   ,0.41   ,2.52   ,2.89   ,4.16   ,1.84   ,0.74   ,0.75   ,3.61   ,1.59   ,6.58   ,3.09   ,4.98   ,1.12   ,5.29   ,1.14   ,4.92   ,3.77   ,2.04   ,2.96   ,3.32   ,0.97   ,3.98   ,3.28   ,7.79   ,6.59
200503  ,-3.54  ,-3.91  ,-2.85  ,-5.73  ,-5.75  ,-5.45  ,-3.35  ,-2.26  ,-4.73  ,-5.40  ,-5.65  ,-1.15  ,-2.28  ,-3.39  ,-2.94  ,-2.81   ,0.41  ,-3.31  ,-3.08  ,-1.69  ,-3.15  ,-3.29  ,-4.06  ,-0.95  ,-2.85
200504  ,-4.22  ,-1.35  ,-1.03  ,-2.70  ,-4.12  ,-4.38  ,-2.46  ,-2.51  ,-3.37  ,-5.07  ,-1.99  ,-0.25  ,-5.14  ,-0.82  ,-3.65  ,-2.29  ,-0.97  ,-1.24   ,0.75  ,-1.84   ,2.70   ,1.90   ,0.86  ,-1.47  ,-2.83
200505  ,-4.83  ,-3.66  ,-4.71  ,-0.90  ,-2.04  ,-3.17  ,-1.10  ,-3.12  ,-1.76  ,-5.44   ,0.67   ,1.39  ,-0.64  ,-2.33  ,-4.89   ,1.49  ,-1.10   ,1.39  ,-0.17  ,-1.59   ,2.06  ,-0.68  ,-0.76   ,0.50  ,-0.25
200506  ,-0.85   ,1.38   ,0.98   ,1.01   ,4.32   ,0.07   ,2.61   ,2.38   ,4.24   ,5.19   ,2.39   ,4.30   ,3.64   ,4.26   ,4.28   ,3.88   ,4.55   ,5.58   ,6.21   ,5.58   ,2.47   ,3.80   ,3.56   ,8.19   ,5.20
200507   ,2.23   ,0.54   ,2.95   ,0.73   ,2.45   ,2.23   ,2.64   ,4.63   ,2.98   ,2.03   ,2.96   ,5.67   ,4.07   ,2.87   ,2.30   ,2.20   ,5.17   ,1.90   ,5.29   ,3.74   ,3.72   ,3.14   ,4.65   ,2.90   ,4.85
200508   ,0.22   ,0.21   ,4.85   ,2.75   ,2.67  ,-0.65   ,0.30   ,2.73   ,2.35  ,11.45  ,-0.87   ,0.92   ,1.44   ,1.21   ,0.09  ,-1.60  ,-0.42   ,0.57   ,0.93   ,5.83  ,-1.25  ,-0.74   ,0.19   ,2.00  ,-0.64
200509   ,3.64   ,4.78   ,6.52   ,6.07   ,8.49   ,4.38   ,2.64   ,3.45   ,5.55   ,2.94   ,2.55   ,1.76   ,2.47   ,3.69   ,4.81   ,1.87   ,4.37   ,7.19   ,4.56  ,-0.07   ,1.43   ,1.74   ,4.99   ,7.37   ,6.04
200510  ,-4.39  ,-5.17  ,-3.84  ,-4.36  ,-4.35  ,-5.48  ,-3.75  ,-2.45  ,-3.32  ,-5.04  ,-4.45  ,-2.66  ,-3.90  ,-3.64  ,-6.57  ,-6.62  ,-5.27  ,-3.57  ,-4.53  ,-8.39  ,-3.05  ,-6.29  ,-5.21  ,-6.15  ,-9.38
200511   ,0.41   ,1.72   ,2.44   ,2.82   ,2.43   ,0.50   ,1.85   ,4.55   ,3.55   ,3.08   ,2.57   ,1.94   ,5.46   ,3.89   ,1.51   ,5.45   ,2.74   ,4.34   ,5.81   ,4.14   ,2.78   ,3.27   ,3.58   ,2.24   ,4.22
200512   ,1.09   ,1.14   ,4.00   ,0.88   ,2.69  ,-0.26   ,0.08   ,0.91   ,3.10   ,3.42   ,2.02   ,2.49   ,2.83   ,2.54   ,1.35  ,-0.32   ,0.68   ,1.85   ,2.61   ,1.92   ,2.78   ,2.77   ,0.50   ,2.28   ,5.22
200601   ,6.28   ,5.14   ,6.07   ,7.22  ,10.19   ,4.70   ,4.59   ,8.30   ,6.68  ,13.26   ,4.28   ,3.82   ,5.89   ,6.20   ,9.78   ,3.12   ,0.90   ,5.33   ,4.98  ,10.23   ,4.96   ,4.48   ,4.87   ,6.94  ,13.26
200602   ,0.41   ,0.60   ,3.48   ,4.63   ,5.85  ,-0.09   ,0.26   ,3.84   ,6.28   ,6.18   ,3.69   ,3.89   ,1.70   ,2.00   ,1.38   ,0.21   ,1.40   ,0.12  ,-0.43   ,3.59  ,-2.08   ,0.35   ,0.86  ,-1.41  ,-1.91
200603   ,4.26   ,3.61  ,10.23   ,3.24   ,7.17   ,2.12   ,3.19   ,2.31   ,6.21   ,9.48   ,2.71   ,2.07   ,3.58   ,8.67   ,6.56   ,3.70   ,1.99   ,2.00   ,5.59   ,7.73  ,-1.07   ,0.39  ,-0.09   ,2.69   ,7.12
200604   ,6.94   ,7.67  ,10.40  ,12.89   ,9.70   ,4.82   ,7.19   ,5.27   ,3.98   ,7.44   ,3.81   ,4.69   ,4.06  ,10.25   ,6.83   ,4.31   ,4.06   ,4.12   ,6.37   ,3.57   ,7.10   ,4.80   ,7.40   ,8.47   ,8.79
200605  ,-5.81  ,-5.16  ,-5.06  ,-3.59  ,-7.18  ,-6.53  ,-6.37  ,-6.24  ,-4.41  ,-7.42  ,-6.82  ,-4.08  ,-2.45  ,-4.72  ,-4.65  ,-5.27  ,-4.94  ,-7.34  ,-3.77  ,-6.63  ,-4.74  ,-4.80  ,-6.94  ,-5.77  ,-3.01
200606  ,-4.58  ,-1.37  ,-1.34  ,-1.40  ,-5.02  ,-4.14  ,-0.10  ,-1.62  ,-2.34  ,-2.03  ,-3.36  ,-1.29  ,-0.33   ,3.07  ,-1.29  ,-1.26  ,-1.08  ,-0.12   ,1.96  ,-0.10   ,0.27   ,0.66   ,1.28   ,1.33  ,-2.51
200607   ,3.38   ,3.42   ,3.97   ,5.55   ,5.82   ,1.34  ,-0.10   ,0.82   ,2.14   ,4.29   ,2.73   ,3.82   ,0.49   ,0.72   ,2.16  ,-0.81   ,1.41   ,3.76   ,4.16   ,0.68   ,2.64   ,1.43   ,1.07   ,1.57  ,-0.15
200608   ,1.22   ,2.15   ,1.94   ,2.69   ,2.04   ,0.15   ,1.20   ,1.22   ,5.01   ,3.38  ,-0.27   ,2.74   ,1.27   ,3.73   ,3.49   ,4.02   ,2.26   ,3.88   ,3.50   ,4.28   ,1.46   ,2.02   ,3.53   ,4.32   ,1.92
200609   ,1.20  ,-0.54   ,0.41   ,0.75   ,0.84   ,1.79  ,-0.83   ,0.55   ,0.77   ,1.49   ,0.60  ,-2.19  ,-0.33   ,0.63   ,0.82   ,2.00  ,-0.95   ,4.68   ,3.19   ,1.72   ,1.20   ,1.31  ,-0.69  ,-2.25   ,1.42
200610   ,7.77   ,5.91   ,7.20   ,9.73  ,10.00   ,6.48   ,5.33   ,7.30   ,7.12  ,11.76   ,4.61   ,7.16   ,5.06   ,5.50   ,7.47   ,7.25   ,7.67   ,6.80   ,6.64  ,11.76   ,7.38   ,3.16   ,5.81   ,6.97   ,9.45
200611   ,5.97   ,6.26   ,9.67   ,7.78   ,9.45   ,4.79   ,6.35   ,7.04   ,4.65   ,8.98   ,4.68   ,5.11   ,0.68   ,4.18   ,7.84   ,3.37   ,6.43   ,6.97   ,3.65  ,13.20   ,3.80   ,4.99   ,3.08   ,6.46   ,6.95
200612   ,2.58   ,3.60   ,2.33   ,5.32   ,4.43   ,0.87  ,-1.94   ,4.25   ,4.62   ,4.29   ,1.63   ,3.18   ,0.09   ,2.85   ,4.20   ,7.73   ,4.12   ,2.50   ,4.52   ,2.89   ,4.73   ,5.22   ,3.40   ,7.11   ,6.82
200701   ,5.52   ,3.22   ,5.61   ,8.90  ,10.02   ,4.78  ,10.65   ,8.42   ,7.51   ,6.72   ,2.40   ,3.06   ,3.11   ,1.06   ,6.46   ,4.75   ,2.00   ,2.54   ,4.66   ,5.21   ,1.11   ,3.44   ,0.62   ,0.94  ,-0.57
200702   ,3.97   ,7.58   ,5.25   ,1.71   ,5.42   ,0.60   ,3.01   ,2.64   ,2.63   ,1.04   ,0.64   ,3.54   ,2.18   ,4.06   ,5.30   ,1.67   ,0.40   ,2.09   ,5.35   ,4.12   ,2.09   ,1.26  ,-0.87   ,1.04  ,-1.18
200703   ,6.13   ,2.72   ,6.33   ,6.13   ,9.79   ,1.31   ,5.05   ,4.83   ,4.07   ,9.96   ,1.17   ,6.37   ,3.02  ,10.32   ,8.04   ,4.48   ,7.47   ,4.31   ,5.95   ,6.70   ,4.71   ,4.92   ,5.14   ,4.91   ,5.76
200704  ,10.22  ,12.91  ,10.62  ,12.90  ,13.65   ,5.64   ,9.80   ,5.39   ,7.75   ,8.94   ,4.59   ,5.71   ,5.76   ,6.55  ,12.04   ,4.62   ,5.49   ,8.87   ,5.39   ,8.10   ,2.43   ,5.58   ,4.70   ,4.27   ,5.35
200705  ,10.76   ,8.83  ,12.60   ,7.27  ,13.65  ,10.27  ,12.01   ,9.76   ,7.95   ,9.65   ,6.10   ,3.90   ,2.40   ,7.29  ,10.35   ,1.54   ,1.78   ,3.32   ,3.32   ,7.53   ,5.11   ,1.30   ,3.22   ,2.74   ,6.36
200706   ,6.40  ,11.94   ,9.42  ,11.50  ,14.32   ,3.13   ,8.67   ,6.41   ,6.02   ,6.08   ,3.65   ,4.11   ,7.07   ,6.91   ,5.31   ,3.78   ,1.89   ,3.37   ,5.77   ,3.08   ,4.85   ,1.02   ,0.47   ,2.22   ,1.13
200707   ,6.31   ,9.44   ,6.99   ,8.52  ,11.66   ,1.26   ,1.14   ,5.97   ,4.83   ,5.57   ,0.55   ,2.11   ,0.07   ,4.69   ,5.08  ,-0.27   ,2.28   ,2.45  ,-0.69   ,0.84   ,5.52  ,-0.54   ,1.13   ,2.17   ,2.91
200708 ,-12.90 ,-11.60 ,-11.75 ,-14.51 ,-19.66 ,-11.76 ,-10.29 ,-11.57 ,-14.68 ,-17.74  ,-8.51  ,-8.82  ,-8.30  ,-8.26 ,-13.42  ,-6.81  ,-5.93  ,-7.81  ,-4.46 ,-10.62  ,-1.97  ,-1.08  ,-1.49  ,-1.94  ,-7.49
200709   ,9.06  ,10.12   ,7.60   ,9.74  ,12.31   ,6.88   ,7.48   ,8.12   ,8.24   ,8.96   ,4.60  ,11.99   ,8.05  ,11.17  ,14.67   ,8.33   ,9.26  ,12.74  ,11.50  ,14.23  ,11.88  ,11.19  ,15.46  ,13.49  ,28.16
200710   ,3.92   ,5.21   ,5.16   ,8.67   ,9.96   ,3.24   ,6.11   ,2.36   ,6.03   ,8.76   ,4.13   ,7.47   ,8.25   ,9.90   ,7.40   ,3.84   ,6.08   ,8.16  ,10.33  ,11.50   ,8.01   ,9.36   ,9.45   ,6.69  ,14.69
200711  ,-9.00  ,-5.17  ,-4.41  ,-6.23  ,-9.39  ,-8.34  ,-6.95  ,-7.11  ,-6.53  ,-9.47  ,-7.99  ,-4.15  ,-6.69 ,-10.40 ,-11.40  ,-6.61  ,-7.54  ,-5.40  ,-6.56 ,-13.16  ,-4.72  ,-7.05  ,-4.94  ,-4.56  ,-4.76
200712  ,-2.20  ,-2.49   ,0.56  ,-2.27  ,-2.94  ,-0.19   ,0.33  ,-2.44  ,-2.48  ,-1.96  ,-0.39  ,-0.66  ,-0.35  ,-1.59  ,-0.07   ,1.69  ,-2.23  ,-1.52  ,-1.70  ,-4.55   ,0.25   ,1.83  ,-0.26  ,-3.34   ,2.22
200801 ,-14.95 ,-11.47 ,-11.26 ,-13.73 ,-17.15 ,-14.10 ,-11.31 ,-14.88 ,-15.34 ,-21.24 ,-14.62  ,-9.71 ,-11.48 ,-14.56 ,-22.48  ,-9.77  ,-9.75 ,-11.47  ,-9.55 ,-16.70  ,-9.97  ,-8.65  ,-8.34 ,-10.34 ,-13.22
200802   ,3.75   ,4.94   ,4.75   ,7.93  ,11.66   ,1.91   ,3.80   ,4.47   ,6.75   ,9.12   ,4.52   ,4.01   ,2.63   ,4.40  ,11.59   ,0.99   ,5.18   ,0.94   ,3.66  ,14.11   ,1.68  ,-1.30   ,1.43   ,3.43   ,9.03
200803 ,-12.59  ,-7.68  ,-9.35  ,-6.47 ,-10.42 ,-12.24 ,-10.74  ,-8.79  ,-7.69 ,-10.91  ,-7.35  ,-6.81  ,-5.54  ,-4.89  ,-9.87  ,-3.80  ,-5.22  ,-3.38  ,-5.12  ,-7.18  ,-4.64  ,-1.53  ,-1.26  ,-4.65 ,-10.95
200804   ,3.54   ,5.17   ,3.66   ,5.73   ,5.16   ,5.33   ,4.70   ,1.87   ,8.19   ,7.43   ,4.25   ,2.63   ,6.95  ,12.01   ,6.86   ,3.16   ,6.84   ,7.37   ,3.87  ,16.18   ,6.87   ,6.10   ,3.89   ,9.20   ,9.78
200805   ,5.10   ,5.98   ,0.95   ,5.96  ,10.98   ,0.98   ,2.43   ,4.72   ,9.31   ,4.74   ,1.98   ,0.48  ,-0.04   ,4.36  ,14.83   ,1.54  ,-1.83   ,0.57   ,3.36   ,9.53   ,1.06   ,1.41   ,2.33   ,1.54   ,6.97
200806 ,-11.50  ,-8.66  ,-7.29  ,-6.75  ,-5.48 ,-11.87  ,-8.40  ,-7.68  ,-0.70  ,-7.29 ,-12.73  ,-7.57  ,-8.53  ,-8.64 ,-10.27 ,-14.20 ,-12.18  ,-8.90 ,-10.29  ,-5.33 ,-11.84 ,-10.89 ,-10.09  ,-8.27  ,-2.01
200807  ,-7.91  ,-6.28  ,-6.97  ,-8.27 ,-10.74  ,-7.91  ,-5.10  ,-5.53  ,-4.30 ,-10.98  ,-4.94  ,-3.76  ,-8.58  ,-9.34 ,-13.00  ,-2.64  ,-4.37   ,0.47  ,-8.54 ,-12.02  ,-1.39  ,-2.72  ,-0.51  ,-0.80 ,-11.41
200808 ,-14.57 ,-11.13  ,-9.32  ,-8.86 ,-13.83 ,-10.47  ,-8.21  ,-9.37 ,-12.96 ,-11.32 ,-12.92  ,-4.32  ,-6.73  ,-8.07  ,-9.00 ,-10.61  ,-4.45  ,-5.64  ,-6.55  ,-9.93  ,-7.00 ,-10.30  ,-3.97  ,-6.48  ,-4.64
200809 ,-20.91 ,-16.60 ,-16.29 ,-17.88 ,-17.61 ,-23.33 ,-15.23 ,-15.80 ,-17.11 ,-22.29 ,-23.20 ,-19.27 ,-14.44 ,-20.50 ,-21.34 ,-19.74 ,-15.83 ,-19.16 ,-16.07 ,-25.82  ,-9.94 ,-13.71 ,-16.01 ,-18.97 ,-19.03
200810 ,-35.12 ,-31.64 ,-27.80 ,-25.76 ,-28.73 ,-35.43 ,-34.94 ,-28.86 ,-26.45 ,-32.45 ,-36.94 ,-30.22 ,-30.64 ,-33.96 ,-32.22 ,-34.95 ,-32.60 ,-28.95 ,-27.57 ,-39.76 ,-22.23 ,-22.39 ,-23.13 ,-24.64 ,-24.43
200811  ,-4.25  ,-9.08  ,-7.90  ,-6.77  ,-7.15  ,-7.63  ,-9.89  ,-6.16  ,-5.48  ,-1.67 ,-12.82 ,-11.69 ,-10.42  ,-8.88  ,-1.10 ,-13.74  ,-9.17 ,-13.51  ,-7.20  ,-8.64  ,-7.81  ,-1.28 ,-11.42  ,-4.30  ,-3.35
200812  ,12.65  ,10.68   ,6.96   ,7.12   ,3.10  ,16.31   ,9.94   ,4.65   ,7.13   ,8.05  ,15.50  ,18.05   ,6.60   ,8.97   ,3.65  ,18.11  ,16.51  ,13.37   ,8.84   ,9.27  ,18.82   ,9.09   ,4.28   ,6.00   ,2.63
200901  ,-6.54  ,-6.20  ,-7.50  ,-5.11  ,-5.06  ,-7.84 ,-11.37 ,-10.05  ,-4.99  ,-4.22  ,-4.78  ,-6.04  ,-7.47  ,-8.25  ,-9.00 ,-10.37 ,-10.10  ,-9.82  ,-9.39  ,-6.57  ,-5.29  ,-8.83  ,-9.04  ,-7.92  ,-5.51
200902   ,0.78  ,-2.93  ,-1.09  ,-2.85  ,-0.58  ,-5.53   ,0.93  ,-2.52  ,-1.84  ,-1.81  ,-9.07  ,-4.72  ,-4.58  ,-4.98  ,-2.32  ,-8.35  ,-4.15  ,-5.17  ,-9.83  ,-3.84   ,0.96  ,-2.32  ,-6.41  ,-6.55  ,-2.80
200903  ,13.24   ,4.84   ,4.81   ,6.61   ,3.71  ,15.41   ,7.61   ,6.50   ,8.68   ,4.30  ,17.13  ,12.24   ,7.69   ,6.49   ,7.83  ,13.42  ,16.10  ,12.25   ,3.60   ,7.53  ,20.65  ,20.75  ,14.81   ,6.34   ,4.35
200904  ,26.32  ,17.31  ,13.65  ,11.44   ,6.72  ,25.20  ,17.75  ,13.07  ,12.41   ,8.11  ,30.72  ,19.53  ,13.71  ,11.13   ,5.02  ,21.18  ,19.57  ,11.51   ,9.85   ,8.57  ,17.94  ,25.95  ,14.45  ,12.09   ,6.48
200905  ,39.37  ,36.15  ,27.53  ,23.59  ,17.37  ,44.44  ,33.65  ,28.09  ,25.30  ,16.59  ,36.65  ,27.24  ,21.71  ,25.43  ,13.07  ,35.78  ,28.14  ,14.78  ,20.82  ,10.23  ,15.59  ,22.50  ,21.80  ,13.56   ,6.21
200906   ,1.79   ,0.52   ,2.10   ,5.78   ,3.78   ,0.65  ,-0.17  ,-2.93  ,-0.93   ,1.82  ,-0.47   ,1.91   ,1.40   ,2.28   ,2.47  ,-0.13   ,3.20   ,1.36   ,2.92   ,4.50   ,6.69   ,3.53   ,0.89   ,2.02   ,1.71
200907  ,13.70  ,13.41  ,12.44   ,8.48  ,13.70  ,13.74  ,16.23  ,11.76  ,13.43  ,16.35  ,17.78  ,10.18  ,12.21  ,12.51  ,12.68  ,18.15  ,14.85  ,10.44  ,10.38   ,9.86  ,16.51  ,12.44  ,12.76   ,9.40  ,14.92
200908  ,10.27   ,6.17   ,3.87   ,3.97   ,3.82   ,6.30   ,6.33   ,3.99   ,4.41   ,0.48   ,5.17  ,-0.26   ,3.78   ,2.51  ,-0.56   ,2.44   ,4.91   ,5.27   ,1.15   ,2.52   ,0.64  ,-0.73   ,1.79   ,2.63  ,-2.39
200909  ,10.61  ,12.08  ,10.07  ,13.49   ,9.09   ,9.48   ,6.87   ,5.36   ,8.95   ,7.55  ,11.17   ,8.69   ,0.14   ,4.89   ,8.68   ,6.91  ,10.56   ,6.69   ,7.83   ,5.33   ,8.26   ,6.37   ,8.58  ,12.19   ,6.87
200910   ,3.73   ,6.06   ,3.16   ,3.02   ,3.15   ,4.15   ,1.27   ,2.60   ,3.69   ,2.81   ,1.23   ,4.39   ,1.11   ,0.25   ,5.01   ,2.21   ,1.72   ,3.15   ,1.47   ,0.03   ,2.28  ,-1.93   ,2.01   ,2.13  ,-0.26
200911   ,3.23   ,6.99   ,4.61   ,5.51   ,4.03   ,2.44   ,3.62   ,3.10   ,2.68   ,2.96   ,0.33   ,2.02   ,4.92   ,2.63   ,6.41   ,0.64   ,2.04  ,-0.34   ,4.22   ,8.23   ,3.57   ,0.94   ,3.04   ,1.08   ,1.19
200912   ,0.92  ,-0.52   ,3.09   ,0.73  ,-0.67   ,2.24   ,5.26   ,4.96   ,0.77   ,0.63   ,2.67   ,2.27   ,1.21   ,3.96   ,1.99   ,2.88   ,3.71   ,3.46   ,4.37   ,6.28   ,3.16   ,2.35   ,0.39   ,2.46  ,10.83
201001  ,-0.62   ,1.31  ,-0.25  ,-0.22  ,-1.83  ,-1.43   ,1.68  ,-1.26  ,-1.18  ,-3.96  ,-3.54  ,-3.27  ,-2.86  ,-4.35  ,-6.68  ,-1.93  ,-4.60  ,-5.88  ,-3.64  ,-8.35  ,-4.43  ,-6.64  ,-8.54  ,-6.39  ,-9.88
201002  ,-1.49  ,-0.26  ,-0.88   ,0.95  ,-1.64  ,-0.48   ,3.74  ,-0.27  ,-0.94   ,0.76  ,-0.48   ,0.04   ,0.87   ,0.84   ,1.00   ,3.09   ,0.33   ,2.58   ,1.23   ,3.36   ,2.42   ,1.62   ,3.03   ,4.91   ,3.71
201003   ,6.47   ,6.49   ,5.89   ,4.88  ,10.17   ,4.37   ,4.06   ,8.46   ,5.88   ,9.18   ,5.35  ,11.97   ,6.11   ,7.76   ,8.43   ,4.92   ,6.45   ,8.77   ,9.81  ,10.93   ,5.92   ,8.04   ,8.03   ,8.65   ,5.67
201004   ,5.20   ,5.10   ,5.79   ,5.48   ,6.40   ,2.62   ,2.76   ,3.04   ,3.09   ,2.89   ,3.48   ,3.66   ,5.49   ,4.22   ,1.11   ,4.44   ,4.71   ,8.71   ,1.61   ,2.43  ,-0.06  ,-1.49  ,-0.21   ,1.66   ,4.06
201005 ,-16.37 ,-12.65 ,-15.41 ,-13.68 ,-18.78 ,-12.99 ,-14.95 ,-13.46 ,-15.01 ,-14.61 ,-12.84 ,-11.85 ,-12.41 ,-13.14 ,-16.37 ,-11.33 ,-11.95 ,-11.83 ,-11.80 ,-13.95  ,-9.01  ,-8.02 ,-12.92 ,-16.50 ,-15.41
201006  ,-5.72  ,-0.64  ,-0.21  ,-0.42  ,-2.62  ,-4.62  ,-1.10  ,-0.85   ,0.27  ,-1.59  ,-4.72   ,2.28   ,1.83  ,-1.00  ,-1.28  ,-1.52  ,-0.15   ,1.82  ,-2.11  ,-0.39   ,2.77   ,1.78  ,-0.39  ,-2.61  ,-4.61
201007   ,9.06  ,10.69   ,8.66   ,8.17  ,10.46   ,7.36   ,8.54  ,10.09   ,7.26   ,6.93  ,11.40   ,6.29   ,6.57   ,9.53   ,7.99  ,13.06   ,7.12  ,12.25   ,6.13  ,12.57   ,7.12   ,8.89  ,12.53  ,12.54   ,4.38
201008  ,-2.26   ,0.43   ,0.78  ,-0.22  ,-0.14  ,-3.38  ,-1.19  ,-2.20  ,-0.24   ,1.11  ,-1.43  ,-3.35  ,-1.59   ,0.40   ,0.50   ,0.03  ,-3.02   ,0.27  ,-1.79   ,4.39   ,0.02  ,-4.06   ,0.13   ,0.26  ,11.11
201009  ,15.71  ,11.61  ,14.19  ,12.01  ,17.66  ,14.13  ,14.65  ,14.12  ,14.66  ,16.43  ,16.58  ,14.79  ,10.14  ,15.31  ,13.41  ,13.41  ,12.47  ,14.49  ,11.51  ,16.82  ,17.19  ,11.43  ,12.67  ,10.55  ,12.98
201010   ,5.02   ,4.20   ,4.95   ,7.92   ,7.29   ,5.29   ,5.28   ,6.66   ,5.73   ,3.90   ,2.03   ,6.18   ,4.49   ,5.35   ,5.82   ,5.07   ,3.31   ,1.95   ,1.83   ,5.63   ,2.45   ,3.23   ,1.88   ,5.04   ,4.28
201011  ,-2.47  ,-2.15  ,-1.72   ,1.60   ,3.02  ,-2.34  ,-1.94  ,-0.69  ,-0.88   ,4.18  ,-3.39  ,-0.10  ,-0.00  ,-0.57   ,4.06  ,-3.08  ,-2.99   ,0.11  ,-0.55   ,3.81  ,-3.41  ,-2.31  ,-1.12   ,1.75  ,-0.74
201012   ,8.92   ,6.43   ,7.51   ,7.61  ,14.34   ,5.63   ,9.38   ,6.53  ,10.55   ,5.33  ,10.55   ,9.39   ,6.91   ,9.12  ,12.61   ,9.13   ,4.81   ,7.73   ,9.96  ,11.88   ,7.08   ,6.92   ,5.91   ,4.02   ,5.97
201101  ,-0.88  ,-0.02   ,2.33   ,0.86   ,0.24  ,-1.99   ,1.01  ,-0.85  ,-0.02  ,-2.45  ,-1.64  ,-0.18  ,-2.42   ,0.81  ,-3.27  ,-4.49  ,-1.31  ,-1.42  ,-1.53  ,-4.07  ,-1.12  ,-1.13  ,-1.59   ,1.83   ,1.30
201102  ,-2.24   ,0.20   ,3.23   ,1.06   ,2.70  ,-3.49  ,-2.59   ,1.76   ,0.58   ,3.18  ,-5.02   ,0.00  ,-2.10   ,0.32   ,1.60   ,0.41  ,-1.14  ,-1.59  ,-0.45   ,0.29   ,2.05   ,0.96   ,1.15  ,-2.45  ,-3.14
201103   ,0.47   ,1.62   ,0.97   ,1.59  ,-0.24  ,-0.55   ,1.55   ,2.11  ,-1.59  ,-0.18  ,-0.20   ,2.40   ,1.09   ,2.04   ,3.86   ,1.53   ,2.41   ,1.02   ,3.08   ,4.67   ,2.41   ,2.63   ,2.07   ,2.78  ,-0.92
201104   ,2.75   ,3.03   ,4.98   ,2.82   ,5.66   ,3.18   ,2.73   ,5.68   ,4.48   ,4.14   ,1.95   ,4.43   ,5.28   ,6.36   ,5.15   ,1.80   ,3.12   ,3.88   ,4.36   ,2.15   ,0.80   ,6.54   ,4.28   ,6.54   ,5.93
201105  ,-6.24  ,-3.95  ,-4.57  ,-3.63  ,-6.57  ,-9.02  ,-3.93  ,-4.98  ,-1.92  ,-5.31  ,-6.72  ,-3.67  ,-3.30  ,-2.34  ,-1.64  ,-4.40  ,-2.53  ,-1.05  ,-1.87   ,0.11  ,-3.70  ,-4.25  ,-0.95  ,-3.10   ,2.50
201106  ,-7.12  ,-3.80  ,-5.33  ,-3.08  ,-7.03  ,-4.91  ,-3.08  ,-3.09  ,-4.70  ,-5.95  ,-8.03  ,-4.18  ,-3.11  ,-1.64  ,-6.31  ,-7.29  ,-3.42   ,0.48  ,-1.75  ,-3.16  ,-4.77  ,-1.95  ,-0.79  ,-2.23  ,-2.35
201107   ,1.51   ,2.35   ,4.46   ,6.12   ,8.18  ,-0.60   ,2.99   ,2.25   ,4.36   ,3.18  ,-1.90   ,1.41   ,1.54   ,2.46   ,4.75  ,-1.70  ,-0.41  ,-0.59   ,4.52   ,3.81   ,0.17   ,3.99  ,-0.75  ,-0.09   ,5.55
